Product_Name,Company,Export_Country,Date,Units_Sold,Unit_Price,Profit_Per_Unit,Export_Value,Destination_Port,Transportation_Mode
Cassava,Nigeria Agro Export Company,Sweden,2023-01-13,787,28262.15,4658.3,22242312.05,Lagos,Sea
Sesame,Agriplus Nigeria Limited,Netherlands,2021-10-18,807,18090.87,7265.71,14599332.09,Lagos,Sea
Sesame,Golden Farms Nigeria Limited,Italy,2023-03-30,663,30675.14,2723.64,20337617.82,Port Harcourt,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,Netherlands,2023-10-10,561,12953.71,2565.69,7267031.31,Lagos,Sea
Cassava,Nigeria Agro Export Company,Belgium,2022-03-15,163,16244.54,9874.64,2647860.02,Lagos,Sea
Ginger,Agro Export Nigeria Ltd,Spain,2020-08-11,467,17621.38,4867.75,8229184.46,Lagos,Sea
Palm Oil,Agro Export Nigeria Ltd,Denmark,2023-06-14,211,16085.4,7668.27,3394019.4,Port Harcourt,Sea
Sesame,Agro Export Nigeria Ltd,Denmark,2022-04-20,674,31768.74,3973.93,21412130.76,Lagos,Sea
Cocoa,Agriplus Nigeria Limited,Italy,2021-12-13,564,18024.78,9857.87,10165975.92,Lagos,Sea
Cocoa,Golden Farms Nigeria Limited,Denmark,2023-12-17,856,25955.18,8075.39,22217634.08,Warri,Sea
Sesame,Agro Export Nigeria Ltd,Switzerland,2023-06-08,228,18716.18,5460.56,4267289.04,Calabar,Sea
Cashew,Agro Export Nigeria Ltd,Spain,2023-12-04,413,13305.43,7780.18,5495142.59,Port Harcourt,Sea
Plantain,Golden Farms Nigeria Limited,Switzerland,2022-08-11,780,16243.24,7099.21,12669727.2,Port Harcourt,Sea
Rubber,Nigeria Agro Export Company,Italy,2022-09-28,951,18275.44,8704.65,17379943.44,Lagos,Sea
Cassava,Nigeria Agro Export Company,France,2020-02-05,385,49366.58,9252.64,19006133.3,Calabar,Sea
Cassava,Agro Export Nigeria Ltd,Switzerland,2021-07-16,182,11360.04,3424.28,2067527.28,Calabar,Sea
Palm Oil,Agro Export Nigeria Ltd,Netherlands,2020-02-18,322,44206.36,2884.76,14234447.92,Lagos,Sea
Plantain,Farmgate Nigeria Limited,Sweden,2022-06-26,486,38153.09,9878.35,18542401.74,Warri,Sea
Plantain,Golden Farms Nigeria Limited,France,2023-05-06,460,42176.76,2762.91,19401309.6,Lagos,Sea
Rubber,Greenfield Agro Exporters Nigeria Limited,Sweden,2022-02-26,450,47731.6,3122.51,21479220,Lagos,Sea
Ginger,Agriplus Nigeria Limited,Switzerland,2023-10-29,931,44314.68,7504.88,41256967.08,Lagos,Sea
Rubber,Agro Allied Exporters Nigeria Limited,Spain,2022-12-31,383,22247.16,2470.18,8520662.28,Lagos,Sea
Palm Oil,Nigerian Export Promotion Council (NEPC),Switzerland,2022-06-03,229,10532.67,8592.31,2411981.43,Lagos,Sea
Cashew,Nigerian Export Promotion Council (NEPC),France,2021-04-12,777,30049.86,4993.55,23348741.22,Calabar,Sea
Cashew,Solid Agro Nigeria Limited,Denmark,2021-02-24,973,13019.66,7802.91,12668129.18,Lagos,Sea
Cassava,Solid Agro Nigeria Limited,Denmark,2020-12-23,395,10195.24,6032.84,4027119.8,Calabar,Sea
Palm Oil,Solid Agro Nigeria Limited,Denmark,2020-07-26,663,11700.02,5979.08,7757113.26,Port Harcourt,Sea
Rubber,Agro Allied Exporters Nigeria Limited,Switzerland,2020-11-21,504,37053.01,4393.65,18674717.04,Lagos,Sea
Palm Oil,Nigerian Export Promotion Council (NEPC),France,2022-01-08,461,17111.71,4498.67,7888498.31,Lagos,Sea
Sesame,Nigerian Export Promotion Council (NEPC),Spain,2023-11-26,964,19492.46,7012.52,18790731.44,Warri,Sea
Plantain,Prime Agro Exports Nigeria Limited,Austria,2023-04-18,464,46932.39,8782.04,21776628.96,Lagos,Sea
Ginger,Golden Farms Nigeria Limited,Spain,2022-04-04,296,10142.15,6846.41,3002076.4,Lagos,Sea
Rubber,Golden Farms Nigeria Limited,Germany,2021-01-25,371,12445.21,5153.77,4617172.91,Calabar,Sea
Palm Oil,Solid Agro Nigeria Limited,Italy,2023-05-07,883,14518.98,2316.41,12820259.34,Warri,Sea
Cashew,Farmgate Nigeria Limited,Belgium,2020-09-16,158,33199.44,5295.09,5245511.52,Lagos,Sea
Cocoa,Farmgate Nigeria Limited,Belgium,2020-11-11,839,20194.91,4050.93,16943529.49,Port Harcourt,Sea
Cocoa,Solid Agro Nigeria Limited,Sweden,2022-09-06,752,33682.2,2116.71,25329014.4,Lagos,Sea
Cashew,Agriplus Nigeria Limited,Denmark,2023-08-29,296,28499.89,4918.31,8435967.44,Calabar,Sea
Cocoa,Solid Agro Nigeria Limited,France,2023-11-30,896,37856.44,8880.76,33919370.24,Lagos,Sea
Palm Oil,Agro Allied Exporters Nigeria Limited,Denmark,2021-02-27,919,12736.81,5369.17,11705128.39,Lagos,Sea
Rubber,Nigeria Agro Export Company,Italy,2020-04-17,824,10293.39,3434.07,8481753.36,Lagos,Sea
Ginger,Solid Agro Nigeria Limited,Denmark,2023-10-31,912,36518.14,7764.13,33304543.68,Lagos,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,Austria,2023-05-27,296,12168.22,6858.4,3601793.12,Lagos,Sea
Cocoa,Nigeria Agro Export Company,Belgium,2021-07-07,571,27712.14,6221.24,15823631.94,Lagos,Sea
Cocoa,Golden Farms Nigeria Limited,Netherlands,2021-02-26,999,35396.62,6036.55,35361223.38,Warri,Sea
Cocoa,Agriplus Nigeria Limited,Switzerland,2020-07-29,355,19246.61,2599.13,6832546.55,Lagos,Sea
Plantain,Agro Allied Exporters Nigeria Limited,Italy,2020-03-06,368,30048.91,2336.56,11057998.88,Lagos,Sea
Rubber,Golden Farms Nigeria Limited,Netherlands,2020-06-11,794,34804.99,8456.36,27635162.06,Calabar,Sea
Plantain,Nigerian Export Promotion Council (NEPC),France,2022-03-05,426,27262.69,8439.65,11613905.94,Lagos,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,Austria,2022-04-05,318,24796.29,9931.61,7885220.22,Port Harcourt,Sea
Cassava,Agro Export Nigeria Ltd,Germany,2023-03-09,553,25956.06,4281.77,14353701.18,Lagos,Sea
Rubber,Farmgate Nigeria Limited,France,2020-06-08,133,10598.63,2227.19,1409617.79,Port Harcourt,Sea
Ginger,Agriplus Nigeria Limited,Austria,2020-07-18,361,23661.98,2145.57,8541974.78,Lagos,Sea
Cashew,Nigerian Export Promotion Council (NEPC),Belgium,2021-11-16,810,37294.98,9804.7,30208933.8,Lagos,Sea
Cassava,Prime Agro Exports Nigeria Limited,Denmark,2023-09-08,205,26036.36,8100.15,5337453.8,Calabar,Sea
Cashew,Nigeria Agro Export Company,Austria,2021-07-05,305,18218.73,9792.49,5556712.65,Lagos,Sea
Ginger,Farmgate Nigeria Limited,Germany,2021-06-18,892,30720.69,8022.12,27402855.48,Warri,Sea
Plantain,Solid Agro Nigeria Limited,Netherlands,2022-07-25,933,18835.79,6247.48,17573792.07,Warri,Sea
Rubber,Farmgate Nigeria Limited,France,2021-10-20,608,24486.35,2380.14,14887700.8,Lagos,Sea
Cocoa,Prime Agro Exports Nigeria Limited,Netherlands,2023-03-20,383,10974.92,2308.78,4203394.36,Warri,Sea
Plantain,Agriplus Nigeria Limited,Italy,2021-02-20,662,48735.7,3116.32,32263033.4,Warri,Sea
Sesame,Golden Farms Nigeria Limited,Switzerland,2020-05-07,995,23095.37,8369.26,22979893.15,Lagos,Sea
Plantain,Agriplus Nigeria Limited,Germany,2021-11-17,914,34678.88,3227.13,31696496.32,Lagos,Sea
Sesame,Nigerian Export Promotion Council (NEPC),Italy,2020-11-09,109,26372.46,8505.26,2874598.14,Lagos,Sea
Ginger,Greenfield Agro Exporters Nigeria Limited,Germany,2022-04-24,706,47962.4,8161.97,33861454.4,Port Harcourt,Sea
Cashew,Nigerian Export Promotion Council (NEPC),Austria,2022-02-25,928,43869.35,7665.68,40710756.8,Lagos,Sea
Palm Oil,Nigerian Export Promotion Council (NEPC),France,2021-10-04,535,48301.99,9496.39,25841564.65,Calabar,Sea
Cashew,Solid Agro Nigeria Limited,Sweden,2020-11-06,413,28753.55,6243.28,11875216.15,Lagos,Sea
Cocoa,Prime Agro Exports Nigeria Limited,Austria,2020-10-29,953,30715.74,7323.65,29272100.22,Warri,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,Sweden,2022-04-15,926,24045.41,4426.14,22266049.66,Calabar,Sea
Plantain,Golden Farms Nigeria Limited,Spain,2023-07-13,951,30767.55,2982.69,29259940.05,Lagos,Sea
Cashew,Prime Agro Exports Nigeria Limited,Italy,2021-04-01,394,47388.5,9454.03,18671069,Lagos,Sea
Rubber,Nigerian Export Promotion Council (NEPC),Belgium,2022-06-30,317,15822.44,8639.12,5015713.48,Lagos,Sea
Rubber,Agriplus Nigeria Limited,Belgium,2022-06-24,987,22652.61,3695.28,22358126.07,Lagos,Sea
Cassava,Nigeria Agro Export Company,Switzerland,2020-06-28,427,29828.71,2279.98,12736859.17,Lagos,Sea
Palm Oil,Golden Farms Nigeria Limited,Denmark,2022-12-18,357,18747.68,6313.93,6692921.76,Lagos,Sea
Palm Oil,Golden Farms Nigeria Limited,Austria,2020-11-10,596,30068.44,2819.55,17920790.24,Lagos,Sea
Palm Oil,Nigeria Agro Export Company,Italy,2023-04-04,671,28843.84,8442.44,19354216.64,Lagos,Sea
Cocoa,Agro Export Nigeria Ltd,Italy,2021-10-06,660,29898.29,3852.77,19732871.4,Lagos,Sea
Rubber,Greenfield Agro Exporters Nigeria Limited,Germany,2020-12-31,374,46332.41,6794.61,17328321.34,Lagos,Sea
Ginger,Nigerian Export Promotion Council (NEPC),Germany,2022-09-12,471,11415.43,8345.6,5376667.53,Lagos,Sea
Sesame,Agro Export Nigeria Ltd,Switzerland,2022-02-23,109,30617.79,6262.87,3337339.11,Warri,Sea
Plantain,Agriplus Nigeria Limited,Denmark,2022-01-10,643,49198.6,9700.95,31634699.8,Calabar,Sea
Cassava,Greenfield Agro Exporters Nigeria Limited,Netherlands,2023-09-10,415,43916.15,2860.69,18225202.25,Lagos,Sea
Cocoa,Agriplus Nigeria Limited,France,2023-01-18,507,25077,4342.19,12714039,Calabar,Sea
Ginger,Agro Allied Exporters Nigeria Limited,Sweden,2023-03-31,132,19176.7,2330.18,2531324.4,Lagos,Sea
Cashew,Nigerian Export Promotion Council (NEPC),Sweden,2020-04-19,636,18138.26,6241.93,11535933.36,Lagos,Sea
Plantain,Nigeria Agro Export Company,Spain,2020-04-24,298,48711.59,8683.01,14516053.82,Warri,Sea
Rubber,Farmgate Nigeria Limited,Germany,2020-10-02,405,46606.43,5181.23,18875604.15,Calabar,Sea
Ginger,Agro Allied Exporters Nigeria Limited,Belgium,2022-05-30,115,20772.65,2751.58,2388854.75,Port Harcourt,Sea
Plantain,Farmgate Nigeria Limited,Belgium,2022-06-23,883,28437.69,8368.84,25110480.27,Lagos,Sea
Rubber,Golden Farms Nigeria Limited,Switzerland,2022-10-29,616,33656.08,6167.99,20732145.28,Lagos,Sea
Sesame,Nigerian Export Promotion Council (NEPC),France,2020-08-31,895,43973.47,2448.05,39356255.65,Port Harcourt,Sea
Cashew,Nigerian Export Promotion Council (NEPC),Switzerland,2021-09-04,369,13952.52,6188.94,5148479.88,Lagos,Sea
Cashew,Nigeria Agro Export Company,Netherlands,2023-12-17,506,49365.93,8498.57,24979160.58,Lagos,Sea
Rubber,Golden Farms Nigeria Limited,Italy,2022-02-28,379,12061.24,8671.99,4571209.96,Port Harcourt,Sea
Cassava,Solid Agro Nigeria Limited,France,2022-10-04,269,28501.42,4486.79,7666881.98,Lagos,Sea
Ginger,Agro Export Nigeria Ltd,Netherlands,2020-03-25,372,20678.92,6836.12,7692558.24,Warri,Sea
Rubber,Greenfield Agro Exporters Nigeria Limited,France,2021-10-12,182,28119.02,4905.94,5117661.64,Warri,Sea
Plantain,Agriplus Nigeria Limited,Sweden,2023-10-26,127,35665.11,9712.97,4529468.97,Lagos,Sea
Cocoa,Agro Export Nigeria Ltd,Denmark,2023-01-05,639,46793.26,2626.29,29900893.14,Calabar,Sea
Plantain,Agro Allied Exporters Nigeria Limited,Sweden,2022-10-29,151,11379.89,7761.71,1718363.39,Lagos,Sea
Cassava,Agro Export Nigeria Ltd,Sweden,2023-11-12,748,25065.32,7742.48,18748859.36,Lagos,Sea
Rubber,Nigeria Agro Export Company,Switzerland,2023-09-05,238,11883,2853.43,2828154,Lagos,Sea
Cassava,Agriplus Nigeria Limited,France,2023-06-28,778,15017.53,9283.59,11683638.34,Port Harcourt,Sea
Sesame,Nigerian Export Promotion Council (NEPC),Belgium,2023-09-17,466,40846.78,8081.57,19034599.48,Calabar,Sea
Plantain,Golden Farms Nigeria Limited,Switzerland,2023-05-27,837,16079.55,8183.76,13458583.35,Lagos,Sea
Ginger,Agro Export Nigeria Ltd,France,2021-05-06,727,21997.05,7782.56,15991855.35,Lagos,Sea
Cashew,Agriplus Nigeria Limited,Switzerland,2020-11-01,618,34261.66,9850.59,21173705.88,Lagos,Sea
Rubber,Agriplus Nigeria Limited,Sweden,2021-07-25,405,13582.18,5894.22,5500782.9,Warri,Sea
Plantain,Agriplus Nigeria Limited,Sweden,2020-07-24,498,15043.56,2367.6,7491692.88,Lagos,Sea
Sesame,Agriplus Nigeria Limited,Denmark,2020-08-31,775,17452.74,2686.62,13525873.5,Port Harcourt,Sea
Plantain,Agriplus Nigeria Limited,Spain,2021-02-05,617,12552.78,3859.98,7745065.26,Port Harcourt,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,Germany,2023-03-31,278,28564.88,8098.26,7941036.64,Lagos,Sea
Cashew,Prime Agro Exports Nigeria Limited,France,2020-04-21,123,28223.94,4207.73,3471544.62,Lagos,Sea
Cashew,Nigeria Agro Export Company,Netherlands,2021-06-24,670,29082.54,4982.72,19485301.8,Calabar,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,Netherlands,2022-07-18,779,26423.8,2626.87,20584140.2,Lagos,Sea
Cocoa,Greenfield Agro Exporters Nigeria Limited,France,2022-07-18,945,32510.05,5669.22,30721997.25,Warri,Sea
Ginger,Prime Agro Exports Nigeria Limited,Netherlands,2022-01-12,740,49218.64,3231.87,36421793.6,Lagos,Sea
Rubber,Greenfield Agro Exporters Nigeria Limited,Switzerland,2021-03-06,199,47269.53,9258.5,9406636.47,Lagos,Sea
Cocoa,Agro Allied Exporters Nigeria Limited,Denmark,2020-05-31,216,25895.71,5588.44,5593473.36,Lagos,Sea
Cocoa,Solid Agro Nigeria Limited,Denmark,2020-07-29,723,24896.53,4266.1,18000191.19,Calabar,Sea
Cocoa,Nigerian Export Promotion Council (NEPC),France,2021-03-31,673,45974,7313.46,30940502,Lagos,Sea
Cashew,Solid Agro Nigeria Limited,Belgium,2023-01-15,555,16865.51,4394.07,9360358.05,Lagos,Sea
Rubber,Golden Farms Nigeria Limited,Germany,2020-06-03,710,48182.29,5868.44,34209425.9,Port Harcourt,Sea
Sesame,Solid Agro Nigeria Limited,Spain,2021-10-19,993,41505.97,4434.9,41215428.21,Warri,Sea
Ginger,Greenfield Agro Exporters Nigeria Limited,Sweden,2023-04-30,559,30415.41,2103.4,17002214.19,Lagos,Sea
Plantain,Nigerian Export Promotion Council (NEPC),Germany,2020-01-23,870,28422.6,7385.82,24727662,Port Harcourt,Sea
Palm Oil,Prime Agro Exports Nigeria Limited,Germany,2023-04-06,569,45141.75,8810.63,25685655.75,Port Harcourt,Sea
Sesame,Greenfield Agro Exporters Nigeria Limited,Belgium,2023-04-09,127,18303.06,6427.12,2324488.62,Lagos,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,Italy,2020-06-25,430,18902.8,5916.22,8128204,Port Harcourt,Sea
Palm Oil,Nigeria Agro Export Company,Netherlands,2021-10-27,391,19901.91,2594.44,7781646.81,Lagos,Sea
Cocoa,Nigerian Export Promotion Council (NEPC),Denmark,2023-01-20,839,42307.64,2725.48,35496109.96,Lagos,Sea
Cassava,Nigeria Agro Export Company,Netherlands,2023-06-04,314,33005.79,7392.48,10363818.06,Warri,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,Denmark,2023-11-22,188,41952.09,9861.73,7886992.92,Lagos,Sea
Rubber,Golden Farms Nigeria Limited,Italy,2023-08-13,812,10721.81,4908.79,8706109.72,Warri,Sea
Rubber,Agro Allied Exporters Nigeria Limited,Belgium,2021-03-17,709,41015.1,8138.42,29079705.9,Warri,Sea
Palm Oil,Farmgate Nigeria Limited,Spain,2020-03-17,783,46845.94,7199.79,36680371.02,Lagos,Sea
Ginger,Farmgate Nigeria Limited,Italy,2023-05-09,684,32847.98,4767,22468018.32,Port Harcourt,Sea
Cashew,Solid Agro Nigeria Limited,Spain,2022-10-20,494,15808.25,8514.16,7809275.5,Lagos,Sea
Palm Oil,Prime Agro Exports Nigeria Limited,Netherlands,2021-09-10,248,49335.1,4909.96,12235104.8,Lagos,Sea
Rubber,Prime Agro Exports Nigeria Limited,Belgium,2021-11-01,301,46047.77,3519.61,13860378.77,Lagos,Sea
Sesame,Agro Export Nigeria Ltd,Denmark,2020-07-18,586,27772.8,7589.35,16274860.8,Calabar,Sea
Cocoa,Greenfield Agro Exporters Nigeria Limited,Sweden,2021-05-19,743,20825.01,2879.25,15472982.43,Calabar,Sea
Palm Oil,Farmgate Nigeria Limited,Netherlands,2021-10-09,428,33222.48,9269.51,14219221.44,Warri,Sea
Cashew,Agriplus Nigeria Limited,Denmark,2023-12-17,104,28856.79,6754.28,3001106.16,Port Harcourt,Sea
Rubber,Farmgate Nigeria Limited,Belgium,2021-07-12,599,48007.01,6015.13,28756198.99,Port Harcourt,Sea
Ginger,Nigerian Export Promotion Council (NEPC),Netherlands,2020-06-16,115,25006.63,5301.73,2875762.45,Warri,Sea
Sesame,Farmgate Nigeria Limited,Austria,2021-06-09,762,31052.45,5531.35,23661966.9,Lagos,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,Netherlands,2020-09-22,479,17626.87,6801.41,8443270.73,Warri,Sea
Rubber,Agro Export Nigeria Ltd,Italy,2021-09-03,887,39899.3,4319.57,35390679.1,Lagos,Sea
Palm Oil,Nigerian Export Promotion Council (NEPC),Austria,2021-05-02,655,45931.66,6251.45,30085237.3,Lagos,Sea
Plantain,Nigeria Agro Export Company,Switzerland,2020-11-15,909,19171.77,5159.22,17427138.93,Warri,Sea
Rubber,Greenfield Agro Exporters Nigeria Limited,Sweden,2021-12-25,667,33489.07,9214.17,22337209.69,Lagos,Sea
Cocoa,Nigeria Agro Export Company,Denmark,2023-01-12,295,15255.06,5692.82,4500242.7,Warri,Sea
Sesame,Nigerian Export Promotion Council (NEPC),Sweden,2021-09-07,930,11752.59,7463.08,10929908.7,Lagos,Sea
Ginger,Nigeria Agro Export Company,Switzerland,2021-04-01,808,36102.12,4257.5,29170512.96,Calabar,Sea
Plantain,Prime Agro Exports Nigeria Limited,Netherlands,2023-02-02,589,47737.46,4814.23,28117363.94,Calabar,Sea
Cashew,Nigerian Export Promotion Council (NEPC),Sweden,2022-03-03,212,38606.82,8270.19,8184645.84,Lagos,Sea
Cocoa,Greenfield Agro Exporters Nigeria Limited,Germany,2023-08-17,164,44326.56,5980.31,7269555.84,Calabar,Sea
Sesame,Agriplus Nigeria Limited,Sweden,2022-01-16,589,16688.99,5445.11,9829815.11,Lagos,Sea
Cassava,Prime Agro Exports Nigeria Limited,Denmark,2022-09-29,438,22625.33,6130.91,9909894.54,Warri,Sea
Sesame,Agro Allied Exporters Nigeria Limited,France,2022-08-26,880,40170.32,6843.59,35349881.6,Warri,Sea
Rubber,Nigeria Agro Export Company,Italy,2023-04-01,483,42817.53,3137.24,20680866.99,Port Harcourt,Sea
Cashew,Agro Allied Exporters Nigeria Limited,France,2021-08-06,551,23671.25,6023.56,13042858.75,Lagos,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,France,2022-12-03,757,15651.76,2822.57,11848382.32,Lagos,Sea
Rubber,Nigerian Export Promotion Council (NEPC),Switzerland,2023-04-11,131,48048.54,3265.53,6294358.74,Calabar,Sea
Cashew,Nigerian Export Promotion Council (NEPC),Belgium,2020-07-08,804,24263.35,4847.33,19507733.4,Calabar,Sea
Palm Oil,Agriplus Nigeria Limited,Denmark,2023-09-06,614,28806.4,3097.77,17687129.6,Lagos,Sea
Cashew,Prime Agro Exports Nigeria Limited,Switzerland,2021-01-27,870,48583.99,3988.43,42268071.3,Lagos,Sea
Plantain,Agro Export Nigeria Ltd,Austria,2022-05-31,539,23220.19,4742.1,12515682.41,Lagos,Sea
Palm Oil,Agro Export Nigeria Ltd,Spain,2023-09-20,338,10969.85,9711.49,3707809.3,Calabar,Sea
Cashew,Agro Export Nigeria Ltd,Belgium,2023-01-31,506,35141.25,6995.65,17781472.5,Warri,Sea
Plantain,Nigerian Export Promotion Council (NEPC),Netherlands,2020-10-01,223,32345.62,8780.61,7213073.26,Lagos,Sea
Palm Oil,Golden Farms Nigeria Limited,Belgium,2021-11-07,873,35948.04,8000.9,31382638.92,Lagos,Sea
Cashew,Solid Agro Nigeria Limited,France,2022-01-03,633,25099.43,2601.78,15887939.19,Lagos,Sea
Plantain,Golden Farms Nigeria Limited,Denmark,2021-10-17,874,31711.95,2679.84,27716244.3,Port Harcourt,Sea
Cocoa,Golden Farms Nigeria Limited,Austria,2020-01-06,492,33982.23,3031.16,16719257.16,Lagos,Sea
Sesame,Agriplus Nigeria Limited,Sweden,2020-11-06,816,24557.22,7507.36,20038691.52,Calabar,Sea
Cashew,Solid Agro Nigeria Limited,Austria,2022-09-09,504,16636.12,4596.82,8384604.48,Port Harcourt,Sea
Sesame,Agriplus Nigeria Limited,Italy,2023-10-26,665,47558.52,7747.05,31626415.8,Calabar,Sea
Palm Oil,Prime Agro Exports Nigeria Limited,Denmark,2023-02-26,315,41679.02,9014.24,13128891.3,Warri,Sea
Cocoa,Agro Allied Exporters Nigeria Limited,Netherlands,2023-01-18,179,13561.99,7189.28,2427596.21,Lagos,Sea
Cashew,Farmgate Nigeria Limited,France,2021-12-15,773,38681.14,8033.55,29900521.22,Lagos,Sea
Cassava,Golden Farms Nigeria Limited,Germany,2022-11-30,276,11216.66,4708.95,3095798.16,Calabar,Sea
Cashew,Prime Agro Exports Nigeria Limited,France,2022-07-22,412,39780.13,7699.27,16389413.56,Lagos,Sea
Sesame,Solid Agro Nigeria Limited,Italy,2022-05-05,949,38419.36,3631.91,36459972.64,Calabar,Sea
Ginger,Agro Export Nigeria Ltd,Spain,2022-05-05,606,48515.52,6441.57,29400405.12,Lagos,Sea
Sesame,Agro Export Nigeria Ltd,Switzerland,2020-09-15,336,45460.52,6073.91,15274734.72,Calabar,Sea
Rubber,Prime Agro Exports Nigeria Limited,Denmark,2020-11-06,938,42349.4,5636.58,39723737.2,Port Harcourt,Sea
Palm Oil,Greenfield Agro Exporters Nigeria Limited,Belgium,2022-07-13,305,11804.84,5226.45,3600476.2,Lagos,Sea
Cocoa,Prime Agro Exports Nigeria Limited,Denmark,2023-02-24,696,29398.99,4816.3,20461697.04,Lagos,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,Sweden,2021-09-07,397,29715,6060.24,11796855,Warri,Sea
Cassava,Golden Farms Nigeria Limited,Belgium,2021-04-02,960,42119.76,7291.26,40434969.6,Lagos,Sea
Cocoa,Nigeria Agro Export Company,Sweden,2020-08-18,442,39909.45,6492.45,17639976.9,Lagos,Sea
Cassava,Nigeria Agro Export Company,Netherlands,2020-11-13,229,18212.59,3226.57,4170683.11,Warri,Sea
Rubber,Agriplus Nigeria Limited,Netherlands,2021-05-13,730,44410.29,3170.9,32419511.7,Warri,Sea
Cocoa,Farmgate Nigeria Limited,Germany,2022-02-16,972,12391.17,4739.75,12044217.24,Lagos,Sea
Sesame,Solid Agro Nigeria Limited,Sweden,2020-09-24,903,21669.81,8838.64,19567838.43,Port Harcourt,Sea
Plantain,Agriplus Nigeria Limited,Denmark,2021-05-14,407,24660.78,5093.85,10036937.46,Lagos,Sea
Palm Oil,Solid Agro Nigeria Limited,Spain,2023-02-18,627,15178.04,9884.25,9516631.08,Port Harcourt,Sea
Rubber,Agro Export Nigeria Ltd,Switzerland,2023-03-23,741,28606.38,6771.24,21197327.58,Lagos,Sea
Ginger,Solid Agro Nigeria Limited,Austria,2020-03-05,224,45093.4,7090.2,10100921.6,Lagos,Sea
Plantain,Golden Farms Nigeria Limited,Italy,2022-05-15,895,44466.3,6556.12,39797338.5,Lagos,Sea
Palm Oil,Nigerian Export Promotion Council (NEPC),Netherlands,2023-04-01,180,22060.92,3219.94,3970965.6,Warri,Sea
Sesame,Agriplus Nigeria Limited,Spain,2021-12-30,972,17424.12,6738.21,16936244.64,Port Harcourt,Sea
Palm Oil,Prime Agro Exports Nigeria Limited,France,2022-01-10,304,41022.88,3565.88,12470955.52,Port Harcourt,Sea
Cashew,Prime Agro Exports Nigeria Limited,Spain,2021-07-17,435,33734.24,7258.28,14674394.4,Lagos,Sea
Palm Oil,Agro Export Nigeria Ltd,Belgium,2023-06-05,234,30962.68,6008.63,7245267.12,Port Harcourt,Sea
Plantain,Prime Agro Exports Nigeria Limited,Belgium,2023-06-15,884,35538.5,5297.56,31416034,Lagos,Sea
Plantain,Farmgate Nigeria Limited,Denmark,2020-09-03,646,10338.09,8152.32,6678406.14,Lagos,Sea
Cassava,Agro Allied Exporters Nigeria Limited,Netherlands,2020-10-24,885,37238.52,5263.08,32956090.2,Lagos,Sea
Plantain,Solid Agro Nigeria Limited,Germany,2020-08-08,463,21324.19,5651.94,9873099.97,Lagos,Sea
Cassava,Nigeria Agro Export Company,Italy,2023-11-04,635,46224.92,4473.09,29352824.2,Lagos,Sea
Cocoa,Agro Allied Exporters Nigeria Limited,Belgium,2022-07-02,331,40975.54,5778.24,13562903.74,Calabar,Sea
Sesame,Greenfield Agro Exporters Nigeria Limited,Germany,2022-09-23,519,23287.18,9858.14,12086046.42,Calabar,Sea
Cashew,Prime Agro Exports Nigeria Limited,Switzerland,2022-11-29,558,37757.63,8787.98,21068757.54,Lagos,Sea
Cocoa,Golden Farms Nigeria Limited,France,2021-05-27,480,12519.37,8790.94,6009297.6,Lagos,Sea
Cocoa,Greenfield Agro Exporters Nigeria Limited,Italy,2023-08-23,858,41834.28,2100.66,35893812.24,Lagos,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,Netherlands,2020-01-30,458,13812.54,3177.15,6326143.32,Lagos,Sea
Ginger,Nigeria Agro Export Company,Austria,2023-10-17,345,40531.92,8482.65,13983512.4,Lagos,Sea
Cocoa,Solid Agro Nigeria Limited,Sweden,2023-07-18,238,26925.18,2901.45,6408192.84,Lagos,Sea
Rubber,Agro Export Nigeria Ltd,Netherlands,2023-09-15,972,28660.03,8220.25,27857549.16,Warri,Sea
Rubber,Greenfield Agro Exporters Nigeria Limited,Netherlands,2020-11-20,491,45962.15,6370.54,22567415.65,Lagos,Sea
Cocoa,Agro Allied Exporters Nigeria Limited,France,2022-07-07,954,32313.86,6873.64,30827422.44,Port Harcourt,Sea
Cocoa,Agriplus Nigeria Limited,Spain,2021-04-15,262,27644.22,2134.18,7242785.64,Lagos,Sea
Plantain,Nigeria Agro Export Company,Germany,2021-12-18,673,43898.69,2563.04,29543818.37,Lagos,Sea
Cocoa,Agro Export Nigeria Ltd,Belgium,2023-03-04,513,40829.59,5780.88,20945579.67,Calabar,Sea
Rubber,Golden Farms Nigeria Limited,Netherlands,2020-12-23,684,22639.19,9105.12,15485205.96,Warri,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,Belgium,2020-08-28,230,33065.69,7570.06,7605108.7,Lagos,Sea
